Ref|Numero_dossier|Comite|Code_entreprise|Materiel|Resume|Adresse_pdf|Metier|Sexe|Age|Type_accident|Blessure|Deces|Circulation|Malaise|Suicide|Machine|Cause|Zone|Status|Zone_precise|Zone.Zone|Zone.Zone_NA
https://epicea.inrs.fr/servlet/public_display?unid=E02091CE0027A815C125719D0051D3A5|7414|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|050402 - Tuyauterie souple - flexible|La victime - chauffeur livreur, âgé de 42 ans - effectuait une petite livraison de produits en vrac dans un conteneur non équipé d'une tubulure avec raccord et qui se chargeait par l'ouverture supérieure. Elle a disposé la tubulure de chargement : au total 12 ml de tuyaux souples de 2 x 4 ml et une longueur métallique terminée par un coude. Elle a mis en route le système de poussée (pression 500 à 800 g) et s'est dirigée vers le conteneur pour assujettir le tuyau. A l'instant où elle s'approchait, celui-ci s'est soulevé et lui est tombé sur la tête. Constatant qu'elle était blessée, la victime a arrêté le compresseur, s'est fait soigner sur place puis chez un médecin. Ayant un malaise, elle a été conduite à l'hôpital.|[]|livreur|Homme|42.0|Chute|Contusion|Non|Non|Non|Non|conteneur|Manque de tubulure avec raccord|tete|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=74FEBC64F561B5DFC12573AD0033F67B|21098|A - Métallurgie|295EC - Fabrication de machines pour les industries du process (chimie, alimentation, plasturgie, caoutchouc)|070232 - Chariot gerbeur élévateur non automoteur|"La victime - 41 ans, polisseur - est allée chercher un filtre de polisseuse (environ 60 kg) placé à même le plancher au dernier étage du rack. Pour ce faire, elle a demandé à un collègue de l'élever avec un chariot à conducteur accompagnant gerbeur. Lors de la descente, la palette sur laquelle était juchée la victime a touché des sacs de microbilles pour polissage, qui se trouvaient sur un rayon. Pour éviter de tomber, la victime a accroché un barreau sur le mat. Le conducteur avait stoppé la descente, il a repris celle-ci après en avoir demandé l'autorisation à la victime. C'est alors que la main a été coincée entre la partie fixe et la partie mobile (un espace existait entre ces deux parties) du mat du chariot élévateur. La victime souffre d'un écrasement et d'une fracture du doigt.
L'élévateur était en bon état, contrôlé systématiquement et équipé de protections côté conducteur. Ce matériel a été utilisé de manière parfaitement anormale, puisqu'il est connu qu'il est interdit d'élever du personnel avec tout autre chariot que la nacelle élévatrice de personnel."|[]|polisseur|Femme|41.0|Chute|écrasement, fracture|Non|Non|Non|Non|chariot élévateur|manipulation anormale du matériel, contact avec des sacs de microbilles|main|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=9DF6E0D0FDD7759FC125719D00565332|19445|G - Commerce non alimentaire|523AB - Commerce de parfums et produits de beauté et commerce de détail de produits pharmaceutiques|170602 - Grille de décochage|La victime, âgée de 27 ans, travaille dans un magasin d'électroménager. Afin de travailler plus rapidement, un magasinier se trouvant au rez-de-chaussée se sert d'une trappe de désenfumage située sur le sol du premier étage pour passer la marchandise réceptionnée à un collègue se trouvant à proximité de la trappe. Alors qu'il est occupé à d'autres tâches, la trappe n'a pas été refermée et la victime qui circule à proximité chute du 1er étage au rez-de-chaussée. La victime, enceinte, souffre de fractures au poignet et au talon.|[]|magasinier|Homme|27.0|Chute|Fractures|Non|Non|Non|Non|trappe de désenséfumage|Oubli de refermer la trappe||Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=91A898A267967C43C125719D0054FE2E|15445|E - Chimie, caoutchouc, plasturgie|244DA - Fabrication d'autres produits pharmaceutiques|050403 - Vanne - robinet - joint|La victime, 50 ans, opérateur de fermentation, a manoeuvré la vanne de vidange d'une cuve contenant du liquide chaud (lait d'amidon à 85°). Le liquide s'est déversé en partie dans sa chaussure de sécurité, lui occasionnant de sérieuses brûlures au pied droit.|[]|opérateur de fermentation|Homme|50.0|Brûlure|brûlures au pied droit|Non|Non|Non|Non|cuve|manipulation de vanne de vidange|pied|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=2C4A7E90936B1345C125719D00549E99|14695|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|390904 - Air comprimé|La victime, âgée de 36 ans, est technicien d'atelier dans une entreprise de fabrication de produits de base pour la pharmacie. L'opérateur était occupé à vérifier le processus réactionnel de la neutralisation d'un distillat. La neutralisation du premier distillat s'est déroulée correctement. Lors du 2ème distillat, une erreur de branchement de la canalisation a eu lieu ; celle-ci a été raccordée sur le collecteur d'air comprimé au lieu du collecteur d'azote. Une explosion s'est alors produite alors que l'opérateur était à proximité du décanteur, le blessant mortellement. Un deuxième opérateur a été brûlé aux jambes suite à l'éclatement du disque de rupture.|[]|Technicien d'atelier|Homme|36.0|Explosion|Mortel, Brûlures|True, False|Non|Non|Non|Distillateur|Erreur de branchement||Analysé||tete|{'Zone': 'NA', 'Zone_NA': 'NA'}, {'Zone': 'jambe', 'Zone_NA': 'NA'}
https://epicea.inrs.fr/servlet/public_display?unid=18C3C247948E2792C125719D0055D808|17850|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|051402 - Voiture|La victime - un cadre de direction des ventes de 53 ans - est décédée dans un accident de la circulation impliquant un tiers.|[]|cadre de direction des ventes|Homme|53.0|accident de la circulation|décédé|Oui|Non|Non|Non||tiers||Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=9CE91F2F319001C8C125719D005339DC|10685|A - Métallurgie|295EC - Fabrication de machines pour les industries du process (chimie, alimentation, plasturgie, caoutchouc)|050903 - Autre camion|La victime - âgée de 47 ans - est chef monteur dans une entreprise de fabrication de machines pour les industries alimentaires. Elle travaillait depuis trois semaines au montage d'un silo. Le jour de l'accident, un camion de livraison de matériel est arrivé pendant la pause de midi. Ce camion venait de l'usine de fabrication et livrait le matériel nécessaire au travail (passerelles, escaliers et petites pièces de serrurerie). Dès la reprise à 13 h 30, la victime est montée sur la plate-forme du camion pour décharger le matériel. Elle se trouvait seule sur la plate-forme, lorsqu'elle est tombée. Son collègue de travail et le chauffeur du camion, alertés par le bruit de la chute, ont découvert la victime sur le sol avec une passerelle sur le corps. La victime est décédée par suite d'une fracture des cervicales.|[]|chef monteur|Femme|47.0|Chute|Fracture des cervicales|Oui|Non|Non|Non|camion de livraison|seule sur la plate-forme du camion, NA|tete|Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=273BA50AEBD94F8EC125719D00538EF1|11870|A - Métallurgie|295EC - Fabrication de machines pour les industries du process (chimie, alimentation, plasturgie, caoutchouc)|070102 - Câble en fil d'acier|La victime, 34 ans, est monteur en minoterie. Une canalisation verticale de 250 métallique était en cours de pose par deux salariés de la société dont la victime. Ne disposant pas de moyen de levage du personnel, la victime a demandée à son collègue de se rendre à l'atelier d'entretien de la société pour se procurer la sellette (dite ***) et un harnais. Installé à une dizaines de mètres du sol sur la sellette ***, sorte de siège arrimé à un câble, il s'affaire sur une tuyauterie en se balançant afin d'y accéder. Soudain, le filin d'acier qui soutien son siège cède. La victime tombe avant d'être un instant arrêtée par son harnais de sécurité. Malheureusement, le choc est tel que le harnais se découd : plus rien n'arrête la chute de l'ouvrier qui heurte la charpente de métal, puis s'écrase au sol. Elle travaillait avec un collègue qui témoin du drame, alerte aussitôt les secours. La victime est très grièvement blessée au visage, au bras et au bassin et souffre de multiples fractures. Il est a noter que la ceinture de sécurité était en mauvais état. Articles de journaux et certificat du SMUR - SAMU joints.|[]|monteur en minoterie|Homme|34.0|Chute|Fractures multiples|Non|Non|Non|Non|sellette|Manque de moyen de levage||Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=9DDF3C1BA99C7D98C1257A76002E62A0|22970|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|210690 - Autre type de laminoir|"Un conducteur de moulin de 56 ans, 38 ans de métier, a été retrouvé vers 17 h 45 par le supérieur hiérarchique le corps coincé verticalement, tête en bas, dans le doseur d’additifs n°2. Le doseur se présente sous la forme d’un cylindre de 1,10 m de hauteur environ et d’un diamètre de 48 cm environ.
Le conducteur avait la tête calée sur le sac et le produit pulvérulent présent en fond de trémie. Le rapport du médecin légiste a confirmé que le salarié est décédé par étouffement après s’être débattu. Le responsable de production indique que, d’après les feuilles de travail, l’opérateur a réalisé le changement de mouture prévu à 13 h 30 au deuxième étage et devait procéder au remplissage de la trémie n°2 située au troisième étage par vidage manuel d’un sac de prémix. L’ouverture de cette trémie se situant à une hauteur de 11 cm par rapport au sol et le conducteur étant de petite corpulence (1,60 m environ), il aurait (absence de témoin direct) agi comme à son habitude en posant le sac de 50 kg à plat à cheval sur le bord de la trémie, afin d'en vider le premier tiers, le reste du vidage étant effectué en position accroupie et en tirant le fond du sac. Ce sac papier a été retrouvé en fond de trémie, 1,10 m plus bas, ce qui montre qu’il a échappé des mains du salarié. C’est vraisemblablement en voulant le récupérer qu'il s’est penché en avant et a introduit les bras et la tête avant de tomber dans le corps du doseur. Le salarié travaillant seul, son supérieur a été alerté aux alentours de 17 h 45 par une alarme clignotante au pupitre de commande indiquant un dysfonctionnement de la fabrication. Il a découvert l’accident en inspectant les installations.
La sonde de niveau bas de la trémie, quant à elle, n’a pas fonctionné, a priori trompée par la présence de la tête de la victime et du sac. Le salarié ne portant pas le DATI (détecteur d'alarme pour travailleur isolé), aucune alerte n’a pu être donnée. La grille amovible existante pour arrêter la chute d’objets dans le doseur avait été ôtée. La chute d’une personne dans le doseur compte tenu de ses dimensions avait été jugée impossible.
A noter : le salarié était sous l'emprise de l'alcool."|['https://epicea.inrs.fr//EPICEA/epicea.nsf/0/9DDF3C1BA99C7D98C1257A76002E62A0/$FILE/Photo 1.pdf', 'https://epicea.inrs.fr//EPICEA/epicea.nsf/0/9DDF3C1BA99C7D98C1257A76002E62A0/$FILE/Photo 2.pdf', 'https://epicea.inrs.fr//EPICEA/epicea.nsf/0/9DDF3C1BA99C7D98C1257A76002E62A0/$FILE/Photo 3.pdf', 'https://epicea.inrs.fr//EPICEA/epicea.nsf/0/9DDF3C1BA99C7D98C1257A76002E62A0/$FILE/Photo 4.pdf']||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=436179DEE243DFBEC125719D005505B6|15543|G - Commerce non alimentaire|523AB - Commerce de parfums et produits de beauté et commerce de détail de produits pharmaceutiques|470301 - Fusil et carabine|La victime, âgée de 49 ans, de sexe masculin, assistant en pharmacie, a été blessée mortellement par un malfaiteur cagoulé et armé d'un fusil à canon scié qui réclamait la caisse et avait prit un client en otage.|[]|assistant en pharmacie|Homme|49.0|Vol|Mortel|Oui|Non|Non|Non|fusil|malfaiteur, cagoulé||Analysé|||
https://epicea.inrs.fr/servlet/public_display?unid=B718FF1ABB1FE62CC125719D0053839F|11718|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|350102 - Chaise, tabouret|"La victime, technicien de réglage, 50 ans, était assise, dans le local de réglage, sur un siège dit ""assis-debout"", quand la tige d'acier de fixation centrale est venue perforer le siège sur une hauteur de 175 mm, la blessant profondément dans la région anale. Lors de l'accident, la victime n'a pas actionné la commande manuelle de réglage de hauteur. La hauteur est réglable par vérin à gaz. Suite à l'accident, toutes les chaises ont été contrôlées par le service technique et aucune des dix sept ne présentait le même défaut. Le siège monté à l'envers fonctionne mal. Si le siège avait été livré monté à l'envers, il aurait été refusé à la réception pour défaut de fonctionnement. Ceci signifie que ce siège a vraisemblablement été monté et remonté (à l'envers) sur le site, pour une raison quelconque, non connue."|[]|Technicien de réglage|Homme|50|Chute|Profonde|Non|Non|Non|Non|Siège|Défaut de fixation centrale|posterieur|Analysé|||
